data,tags
"So I have murdered Sibyl Vane, said Dorian Gray, half to himself,""murdered her as surely as if I had cut her little throat with a knife.Yet the roses are not less lovely for all that.  The birds sing just ashappily in my garden.  And to-night I am to dine with you, and then goon to the opera, and sup somewhere, I suppose, afterwards.  Howextraordinarily dramatic life is!  If I had read all this in a book,Harry, I think I would have wept over it.  Somehow, now that it hashappened actually, and to me, it seems far too wonderful for tears.Here is the first passionate love-letter I have ever written in mylife.  Strange, that my first passionate love-letter should have beenaddressed to a dead girl.  Can they feel, I wonder, those white silentpeople we call the dead?  Sibyl!  Can she feel, or know, or listen?Oh, Harry, how I loved her once!  It seems years ago to me now.  Shewas everything to me.  Then came that dreadful night--was it reallyonly last night?--when she played so badly, and my heart almost broke.She explained it all to me.  It was terribly pathetic.  But I was notmoved a bit.  I thought her shallow.  Suddenly something happened thatmade me afraid.  I can't tell you what it was, but it was terrible.  Isaid I would go back to her.  I felt I had done wrong.  And now she isdead.  My God!  My God!  Harry, what shall I do?  You don't know thedanger I am in, and there is nothing to keep me straight.  She wouldhave done that for me.  She had no right to kill herself.  It wasselfish of her.""",The Picture of Dorian Gray by Oscar Wilde
You were quite right.  There is always something infinitely mean aboutother people's tragedies.,The Picture of Dorian Gray by Oscar Wilde
"Last came a little feeble, squeaking voice, [‘That’s Bill,’ thoughtAlice,) ‘Well, I hardly know--No more, thank ye; I’m better now--but I’ma deal too flustered to tell you--all I know is, something comes at melike a Jack-in-the-box, and up I goes like a sky-rocket!’",Alice's Adventures in Wonderland by Lewis Carroll
"Dorian Gray drew a long breath.  The colour came back to his cheeks,and a smile played about his lips.  The peril was over.  He was safefor the time.  Yet he could not help feeling infinite pity for thepainter who had just made this strange confession to him, and wonderedif he himself would ever be so dominated by the personality of afriend.  Lord Henry had the charm of being very dangerous.  But thatwas all.  He was too clever and too cynical to be really fond of.Would there ever be some one who would fill him with a strangeidolatry?  Was that one of the things that life had in store?",The Picture of Dorian Gray by Oscar Wilde
"—O, that be damned for a story, Mr Dedalus said. Pullman car andsaloon diningroom.",Ulysses by James Joyce
“The garden in which stands my humble abode is separated only by a lanefrom Rosings Park%2c her ladyship's residence.”,Pride and Prejudice by Jane Austen
“Nothing is more deceitful%2c” said Darcy%2c “than the appearance ofhumility. It is often only carelessness of opinion%2c and sometimes anindirect boast.”,Pride and Prejudice by Jane Austen
“Dear Sir%2c--,Pride and Prejudice by Jane Austen
"First it marked out a race-course, in a sort of circle, [‘the exactshape doesn’t matter,’ it said,) and then all the party were placedalong the course, here and there. There was no ‘One, two, three, andaway,’ but they began running when they liked, and left off when theyliked, so that it was not easy to know when the race was over. However,when they had been running half an hour or so, and were quite dry again,the Dodo suddenly called out ‘The race is over!’ and they all crowdedround it, panting, and asking, ‘But who has won?’",Alice's Adventures in Wonderland by Lewis Carroll
"For the wonderful beauty that had so fascinated Basil Hallward, andmany others besides him, seemed never to leave him.  Even those who hadheard the most evil things against him--and from time to time strangerumours about his mode of life crept through London and became thechatter of the clubs--could not believe anything to his dishonour whenthey saw him.  He had always the look of one who had kept himselfunspotted from the world.  Men who talked grossly became silent whenDorian Gray entered the room.  There was something in the purity of hisface that rebuked them.  His mere presence seemed to recall to them thememory of the innocence that they had tarnished.  They wondered how oneso charming and graceful as he was could have escaped the stain of anage that was at once sordid and sensual.",The Picture of Dorian Gray by Oscar Wilde
"‘Not QUITE right, I’m afraid,’ said Alice, timidly; ‘some of the wordshave got altered.’",Alice's Adventures in Wonderland by Lewis Carroll
"  With that, a sword with stars of silver graced,  The baldric studded, and the sheath enchased,  He gave the Greek. The generous Greek bestow'd  A radiant belt that rich with purple glow'd.  Then with majestic grace they quit the plain;  This seeks the Grecian, that the Phrygian train.",The Iliad by Homer
"A few moments afterwards the footlights flared up and the curtain roseon the third act.  Dorian Gray went back to his seat.  He looked pale,and proud, and indifferent.  The play dragged on, and seemedinterminable.  Half of the audience went out, tramping in heavy bootsand laughing.  The whole thing was a _fiasco_.  The last act was playedto almost empty benches.  The curtain went down on a titter and somegroans.",The Picture of Dorian Gray by Oscar Wilde
‘What do you mean by that?’ said the Caterpillar sternly. ‘Explainyourself!’,Alice's Adventures in Wonderland by Lewis Carroll
"  ""Fly hence, deluding Dream! and light as air,(77)  To Agamemnon's ample tent repair.  Bid him in arms draw forth the embattled train,  Lead all his Grecians to the dusty plain.  Declare, e'en now 'tis given him to destroy  The lofty towers of wide-extended Troy.  For now no more the gods with fate contend,  At Juno's suit the heavenly factions end.  Destruction hangs o'er yon devoted wall,  And nodding Ilion waits the impending fall.""",The Iliad by Homer
We.,Ulysses by James Joyce
"—I was down there for the Cork park races on Easter Monday, NedLambert said. Same old six and eightpence. Stopped with Dick Tivy.",Ulysses by James Joyce
She smiled%2c but made no answer. He repeated the question%2c with somesurprise at her silence.,Pride and Prejudice by Jane Austen
"He hurried on towards the left, glancing back now and then to see if hewas being followed.  In about seven or eight minutes he reached a smallshabby house that was wedged in between two gaunt factories.  In one ofthe top-windows stood a lamp.  He stopped and gave a peculiar knock.",The Picture of Dorian Gray by Oscar Wilde
"I remember it!  Oh, how well I remember it!  No! the thing isimpossible.  The room is damp.  Mildew has got into the canvas.  Thepaints I used had some wretched mineral poison in them.  I tell you thething is impossible.",The Picture of Dorian Gray by Oscar Wilde
What do you mean?,The Picture of Dorian Gray by Oscar Wilde
"‘I’m afraid I can’t put it more clearly,’ Alice replied very politely,‘for I can’t understand it myself to begin with; and being so manydifferent sizes in a day is very confusing.’",Alice's Adventures in Wonderland by Lewis Carroll
"Alice felt that this could not be denied, so she tried another question.‘What sort of people live about here?’",Alice's Adventures in Wonderland by Lewis Carroll
"—The service of the Irish church used in Mount Jerome is simpler, moreimpressive I must say.",Ulysses by James Joyce
To Mr. Darcy it was welcome intelligence--Elizabeth had been atNetherfield long enough. She attracted him more than he liked--and MissBingley was uncivil to _her_%2c and more teasing than usual to himself.He wisely resolved to be particularly careful that no sign of admirationshould _now_ escape him%2c nothing that could elevate her with the hopeof influencing his felicity; sensible that if such an idea had beensuggested%2c his behaviour during the last day must have material weightin confirming or crushing it. Steady to his purpose%2c he scarcely spoketen words to her through the whole of Saturday%2c and though they wereat one time left by themselves for half-an-hour%2c he adhered mostconscientiously to his book%2c and would not even look at her.,Pride and Prejudice by Jane Austen
"‘You promised to tell me your history, you know,’ said Alice, ‘and whyit is you hate--C and D,’ she added in a whisper, half afraid that itwould be offended again.",Alice's Adventures in Wonderland by Lewis Carroll
“Oh! no--it is not for _me_ to be driven away by Mr. Darcy. If _he_wishes to avoid seeing _me_%2c he must go. We are not on friendly terms%2cand it always gives me pain to meet him%2c but I have no reason foravoiding _him_ but what I might proclaim before all the world%2c a senseof very great ill-usage%2c and most painful regrets at his being what heis. His father%2c Miss Bennet%2c the late Mr. Darcy%2c was one of the best menthat ever breathed%2c and the truest friend I ever had; and I can neverbe in company with this Mr. Darcy without being grieved to the soul bya thousand tender recollections. His behaviour to myself has beenscandalous; but I verily believe I could forgive him anything andeverything%2c rather than his disappointing the hopes and disgracing thememory of his father.”,Pride and Prejudice by Jane Austen
